,Model,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,AskUbuntuDupQuestions,Banking77Classification,BiorxivClusteringP2P.v2,CQADupstackGamingRetrieval,CQADupstackUnixRetrieval,ClimateFEVERHardNegatives,FiQA2018,HotpotQAHardNegatives,ImdbClassification,MTOPDomainClassification,MassiveIntentClassification,MassiveScenarioClassification,MedrxivClusteringP2P.v2,MedrxivClusteringS2S.v2,MindSmallReranking,SCIDOCS,SICK-R,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSBenchmark,SprintDuplicateQuestions,StackExchangeClustering.v2,StackExchangeClusteringP2P.v2,SummEvalSummarization.v2,TRECCOVID,Touche2020Retrieval.v3,ToxicConversationsClassification,TweetSentimentExtractionClassification,TwentyNewsgroupsClustering.v2,TwitterSemEval2015,TwitterURLCorpus
0,Linq-Embed-Mistral,85.5821,63.3776,62.165000000000006,69.649,66.82016765243456,87.88311688311688,45.8864,64.364,49.39,30.324,61.205,75.411,94.7764,96.16544999999999,81.73575,82.87169999999999,40.9949,40.367399999999996,32.05750522793288,21.932,84.30523596401186,78.44413657529002,88.26850223126127,84.49441798385489,90.27866978947013,92.68185242943188,68.5546,88.80650007123052,96.27527798658713,72.16590000000001,50.317299999999996,37.262,87.09700000000001,54.473000000000006,71.2938,64.7623089983022,57.2573,81.51817015121485,87.51158697451964
1,stella_en_400M_v5,93.79850746268656,63.92483709906334,60.81704622679586,60.9,66.15294503553424,89.30194805194806,54.1196547218052,57.02,41.806,32.104,56.056,57.778,96.4904,98.3846,80.97565852737166,89.0911,49.585183072117765,46.9839,33.0526129239962,23.224,81.4748469518998,81.33552823557412,88.63998125652698,84.7722847346502,90.22928378885277,90.53130748479374,67.45660575771218,87.63996146760704,95.6075961598125,77.57900851574055,53.822199999999995,34.5306,76.64800000000001,49.827,83.9697265625,73.57668364459535,54.4003,80.18603932881858,85.70698982748502
2,gte-Qwen2-7B-instruct,89.93283582089553,68.1929207141039,64.84694347666395,54.565,67.57827065898053,87.56818181818181,53.24389713638713,59.584,43.849,32.204,62.031000000000006,75.003,96.75399999999999,98.97085,85.55660617961007,89.2724,49.03002986636611,47.4772,33.35680810650402,23.48,79.15962683643262,79.52565322917206,88.96943154592363,83.86537189895273,88.48375378824065,88.75116705677044,67.25639504209539,86.81105691398511,93.1413954543224,80.26367734971261,54.3527,35.735299999999995,80.374,59.216,85.7373046875,72.58347481607245,54.3167,77.96520460741593,86.60659275450581
3,e5-mistral-7b-instruct,75.19402985074628,65.2837349991313,61.2781226957918,61.653000000000006,66.97991401600184,81.41233766233768,42.43994588820838,63.52100000000001,46.753,28.499000000000002,56.81,73.207,94.7276,95.23129420333764,77.15011489971621,78.78168590813777,39.04746182823812,37.82157839672135,32.589069634457395,16.314999999999998,82.64168405010996,79.65304787099163,88.42693188284633,84.53916226397308,90.42497351106816,91.75837815513191,67.28764744648434,88.59956806069064,95.86143310549286,64.32871212725469,48.06904508014866,36.569625905882816,87.034,55.437999999999995,71.748046875,64.89247311827957,53.28097114789199,81.6186366421062,87.78798304575807
4,stella_en_1.5B_v5,94.08955223880598,64.52339106857525,61.313064241189075,57.06,67.32597152838535,89.78896103896105,52.384364299338145,53.59,29.026000000000003,28.463,60.480000000000004,70.182,96.6608,98.60365,84.52872426747501,89.26035,47.2296865252186,45.498,33.05449204940555,26.769,82.40165924558951,78.55520488226414,88.62429790970509,83.31890044293463,88.50644215638907,90.45254463147869,66.98961019421252,87.4855111372355,96.11373611590402,76.04248089768724,53.3069,36.9114,83.842,36.401,86.7626953125,74.8443689869836,56.1492,80.57982723880139,87.36525428661075
5,gte-Qwen2-1.5B-instruct,85.44030000000001,64.7434,63.217999999999996,69.72,64.55292107723382,87.30844155844156,45.8146,61.305,44.962999999999994,13.155,54.701,70.403,95.8336,97.40395,81.52085,83.10555,43.0505,41.0793,33.94151656057482,24.976000000000003,80.49030614009419,77.25370084896514,87.79454220555091,82.91015471820322,88.45414278092397,90.32542469203855,66.9215,86.37572865993327,95.3203137438653,69.32549999999999,51.135,33.9393,85.382,50.002,82.66099999999999,72.94567062818335,49.967299999999994,79.64487116574168,87.58146137353202
6,gte-Qwen1.5-7B-instruct,82.81345,67.25999999999999,63.9121,62.644999999999996,66.00208703259058,81.67857142857142,55.757,47.823,44.086,40.149,55.311,68.451,95.58120000000001,95.12625,79.01774999999999,77.73265,49.515,46.7306,32.70743071063257,27.694000000000003,79.14737320486729,76.52178073172526,88.62720469210905,83.32346434965837,87.50432670473445,87.78994504115502,67.1032,87.35031011815016,96.06741547889861,80.5959,55.0899,36.2434,72.72,53.786,78.75399999999999,66.00452744765137,68.40859999999999,79.35792655436586,86.7900899669397
7,GIST-large-Embedding-v0,75.3582,59.798300000000005,58.965500000000006,63.38,64.70120072857361,88.10064935064933,42.3635,60.672000000000004,43.976,33.933,44.302,70.902,91.23440000000001,95.06330000000001,74.36890000000001,77.19115,37.9457,36.0938,32.82488548405117,24.062,82.79782085421951,77.12670500926937,89.28563503553643,83.8288465070091,89.69728364350713,89.66118745178284,70.0997,88.30389489193672,96.54495433438355,60.403600000000004,41.8392,31.515300000000003,69.12700000000001,48.559000000000005,71.86240000000001,59.17374080362195,53.2845,77.59606075943269,85.9613736469497
8,mxbai-embed-large-v1,74.6865671641791,60.10625739174296,58.993897366368074,65.469,63.489700000000006,87.7987,41.87022064365139,58.94200000000001,41.772999999999996,36.225,45.269999999999996,72.503,92.8324,93.9611,76.76990550337719,79.988,37.269967546926125,34.968988572282775,32.6195,23.101,82.77671230423026,79.0687249451691,89.79451553480632,85.21908733722553,89.34383375203599,89.20909866806481,69.04364191808922,89.28960362631743,96.81663100569824,55.0802570899201,40.465001207381015,32.6324,75.53,48.602000000000004,67.314453125,59.7029,51.10890076508168,78.5547,86.2275892878467
9,UAE-Large-V1,75.15671641791045,59.37910271512732,60.51344629594087,66.14999999999999,64.19590406875427,87.69155844155844,41.7929,57.193000000000005,40.873,38.728,44.836,73.947,92.7796,93.99735,76.81196538222225,79.7775,36.881960638412295,34.9983,32.51125957874274,22.980999999999998,82.62331465639475,79.09144554302442,89.6171319711762,85.01783656853793,89.50909892872387,88.99349064256742,69.24564313604081,89.06081794905042,97.236958456951,57.21976219782328,41.8376,30.128,76.271,49.614000000000004,66.8896484375,59.745331069609506,50.2854,78.16796549696478,86.33025598681033
10,GIST-Embedding-v0,74.5672,59.5916,58.7499,62.62,62.68814324295771,87.29545454545453,42.258,60.382999999999996,43.089,31.952,40.644000000000005,69.703,89.6556,94.89099999999999,72.0104,75.3698,37.5789,35.9221,32.35584955492918,23.469,81.28563534883214,76.155337187325,87.84898360302155,83.38989083933329,89.42976214499576,88.58925922945812,68.1524,87.32401087204754,95.97587114452257,61.1531,40.7448,32.3158,69.60300000000001,46.942,72.4186,59.318053197509904,51.9779,76.91824322304332,86.1071528049007
11,bge-large-en-v1.5,74.01492537313432,60.58357599909132,58.73767879927723,64.51599999999999,64.46555939623092,87.78896103896103,42.05574653405882,59.331999999999994,42.075,36.842999999999996,45.021,74.98,92.84599999999999,93.8094,74.8610824886349,77.6255,36.3124446086602,34.523190322337804,32.06102792457849,22.63,81.68367384277421,79.04889235593613,86.37060444136577,82.77810172031654,88.02952704872573,87.49411345544853,67.5200058176575,87.5190636046235,96.7494273659037,59.41857905540503,40.3727,33.1334,74.696,47.058,66.484375,59.94340690435768,52.112700000000004,79.04326607602204,85.60075039899073
12,multilingual-e5-large-instruct,69.6492537313433,62.534993503603,61.28405793014598,58.47599999999999,64.4144611821646,78.03571428571429,42.74642223360121,63.961999999999996,44.732,23.832,48.425000000000004,64.52799999999999,94.6112,91.18449643006883,70.99721607597043,73.6649792545395,38.09242836891137,37.7120740377722,33.066531576528384,19.238,81.73085443529001,82.52836101249812,88.05498843767127,84.82883151106293,91.02208309425296,90.32592440755496,68.16963261930518,88.39290178655834,92.1893142357913,59.96877429544219,46.06532643717497,29.89432614944716,82.509,53.257,66.81640625,59.17657045840408,50.73588384089416,79.78839426143793,86.73195968908499
13,GIST-small-Embedding-v0,73.94775,59.6633,57.14979999999999,59.12,62.3290291318171,86.64935064935065,42.1505,56.979,39.586,31.846000000000004,39.145,66.349,89.4868,95.06485,72.13465,74.6949,37.778600000000004,36.103,32.36227552557184,21.889,80.53174518259549,75.56589127055523,86.26355088415221,82.29883673695083,88.7364409031183,89.02101343562433,68.7533,87.07819121764247,95.89733601612964,58.548199999999994,41.3955,31.813000000000002,69.14,48.379,72.80239999999999,61.00452744765139,51.0261,73.10385271517778,85.34184508966621
14,NoInstruct-small-Embedding-v0,74.74624999999999,60.11260000000001,57.57679999999999,57.593,62.125361608299855,86.3961038961039,41.8853,57.228,39.554,35.083999999999996,40.649,67.411,90.1472,,76.75345,79.4424,38.055699999999995,35.815000000000005,31.919517862194173,21.823,80.30777094408789,75.75714864112797,86.08377598473446,82.28284203795577,88.90045649789438,88.72837234129177,68.5447,86.97909372129874,96.21199069147254,58.426500000000004,41.4804,31.3052,80.118,49.666,69.437,61.26768534238823,50.236000000000004,73.47560303339571,85.48043564821317
15,gte-large,71.69405,58.6399,58.5197,57.158,63.06359661829253,86.05844155844157,41.0188,60.096000000000004,43.271,28.238000000000003,44.499,67.58,88.45600000000002,92.76310000000001,66.43295,72.02189999999999,36.6636,35.5064,32.62512146657428,23.44,79.80930790660699,76.80552915288186,88.10998662068769,82.66200957916445,88.92791680286955,88.46863559173111,69.913,86.07166710670508,95.74716566563774,60.3187,41.9427,32.9017,70.22,53.419000000000004,70.55579999999999,56.57611771363893,52.958000000000006,73.95673761922404,85.52705223340233
16,bge-base-en-v1.5,74.61194029850746,60.682568390916295,58.987464792989975,63.751999999999995,62.128470519187736,86.9512987012987,41.671936179830205,59.648,42.158,32.085,40.646,73.709,90.80799999999998,93.00865,73.05198091609493,76.562,36.32620368274916,35.54675624696722,31.196521894371315,21.725,80.30113956602887,78.02846881992981,84.18359851756962,82.27285338843656,87.95662500150213,86.4138053883104,66.5380780599678,86.41801045690194,96.37070633494467,55.33297004859964,40.64594710398929,30.1948,78.02900000000001,49.714000000000006,67.0361328125,59.38030560271647,50.1358752662136,77.67872502591382,85.64521499076442
17,bilingual-embedding-large,78.70895,57.353,57.640899999999995,55.888000000000005,60.77428226049288,80.99025974025975,39.4234,59.3,39.247,25.407000000000004,38.26,62.039,88.7704,92.2007,72.21305,76.3647,37.0089,35.9139,31.72032807796656,18.829,81.0146278511025,85.52036823639511,89.36590409791387,91.60879188296313,92.02450415044238,88.70915251373806,68.57520000000001,89.28237056532355,92.61210920251231,57.6207,40.4546,32.9524,52.92,43.857,65.56640625,62.80418788907753,46.7888,77.0656524331512,87.19162847931055
18,mmlw-e5-large,76.79105,59.872400000000006,57.64320000000001,62.739,63.9265,87.54220000000001,43.2663,50.615,28.68,15.304,37.704,67.81099999999999,92.0048,94.4202,78.46849999999999,81.0878,38.5244,35.8017,31.3239,4.885,81.401,80.7987,84.9162,81.6616,85.7166,86.36019999999999,66.83930000000001,85.33760000000001,96.53699999999999,59.4283,40.1496,34.0655,38.976,52.847,66.3135,60.8121,51.682300000000005,76.0732,84.0576
19,gte-base,73.0224,59.3139,58.284000000000006,57.12199999999999,61.80250355752458,85.06818181818183,40.617399999999996,60.303,42.687000000000005,28.187,40.758,66.675,85.95200000000001,91.30515,64.90335,71.59440000000001,36.4043,34.902499999999996,32.53637706586391,23.132,78.85870555294795,75.71298531799367,85.72991921531624,81.50806522502528,88.81032027008195,87.89861394614361,67.6592,85.73266847750143,95.72927039014849,59.126,41.431200000000004,30.900499999999997,68.783,48.846000000000004,71.6128,57.01188455008489,51.803200000000004,72.76873850945174,85.54712254033734
20,mmlw-roberta-large,76.83585,60.8105,57.0935,61.904,63.796299999999995,87.67530000000001,43.6246,48.842999999999996,25.058000000000003,14.535,36.792,68.037,91.6484,94.15115,77.92005,81.25225,38.656800000000004,35.958800000000004,31.3164,4.8340000000000005,81.35940000000001,80.3478,84.8021,81.6639,85.8572,86.6505,66.36149999999999,85.0874,96.4769,58.057700000000004,39.2881,34.9666,37.47,51.4,66.6943,61.213899999999995,49.6282,74.9619,84.1692
21,KaLM-embedding-multilingual-mini-v1,75.94030000000001,59.3345,55.442899999999995,56.713,60.01096720382656,79.16883116883118,37.2009,61.763999999999996,40.521,24.654999999999998,46.018,68.238,91.6012,92.4342,71.32549999999999,75.97205,34.2933,32.7722,32.17562277399934,20.241,79.92986896006748,76.66847347731301,84.86841413445535,80.10636060670153,88.69670049389599,87.94347302365394,68.9967,86.06896054399277,94.91386698713322,57.5793,40.435,19.8121,78.374,60.521,70.810546875,62.66553480475382,45.8976,70.92738137519932,86.74895762701595
22,bge-small-en-v1.5,71.45522388059702,59.52876517144434,57.87440246376474,60.348,62.586465273207196,85.74025974025975,41.793127547354,56.376000000000005,38.766,32.196999999999996,40.343,70.717,90.60600000000001,92.1906,71.3014638094838,75.43504999999999,36.66103078151083,34.56652549826163,31.290259910144385,20.518,79.40992826837397,77.44334044593039,82.97998550645033,81.83539566263664,87.26544426377639,87.13996891294413,65.78655539817696,85.86295017067542,96.67083203864044,57.29472500253643,40.3561,28.9243,75.52499999999999,57.57299999999999,65.478515625,60.50650820599886,48.1097,73.32843720487845,84.83865792306811
23,e5-large,74.79105,57.22239999999999,57.2867,49.352000000000004,60.07433334608074,84.14285714285714,39.2882,57.413000000000004,38.572,23.233999999999998,38.558,64.249,82.1096,92.0776,68.1581,72.39225,36.087399999999995,34.467,30.782211620375964,20.116999999999997,80.48508130408966,75.93057758003266,85.22240034668202,80.54074646118492,88.81459873052108,89.36731628848683,65.65480000000001,87.21366640615442,95.41507679819003,56.889,39.6459,33.2602,78.31700000000001,59.691,70.5592,61.20543293718167,46.1526,76.09792353652536,86.31476416599727
24,gte-small,71.8358,58.3687,57.3318,55.440999999999995,61.720297062897764,84.0844155844156,41.3885,57.668,39.842,26.673000000000002,39.353,64.54299999999999,86.80239999999999,91.96029999999999,65.01545,70.6626,37.2048,35.4979,32.20682480490871,21.382,77.92985224770254,75.1221970851712,85.08683458043946,81.03453291428589,88.31966852492485,87.59086606735383,68.1546,85.57014313159492,95.5743678558349,57.681400000000004,41.8939,30.1398,66.52900000000001,49.187,70.3302,58.22297679683077,49.519800000000004,70.3278904593286,85.08006075642194
25,speed-embedding-7b-instruct,72.40299999999999,60.0154,56.0762,59.294999999999995,67.2259454062751,88.63636363636364,38.1548,22.166,16.043,16.092000000000002,56.053,33.324,94.87799999999999,87.581,65.99040000000001,68.18485,34.8086,30.216199999999997,33.35707665482982,16.628999999999998,82.46041161692649,80.15194914870666,89.94300436293618,86.23848649310362,91.19520084590636,91.93416269793802,64.3502,89.20507562822989,95.77631677784113,52.5119,40.5611,18.1612,87.433,23.585,68.43159999999999,63.82852292020373,25.8084,81.67496006818212,87.49835162128704
26,mmlw-e5-base,76.13435,59.867000000000004,55.5983,59.833999999999996,61.6053,86.01299999999999,42.6656,49.976,28.509,20.003999999999998,26.241999999999997,66.07499999999999,85.624,94.0357,75.40445,79.63895,37.711,35.576,31.1894,5.346,80.8023,78.57119999999999,83.7403,82.2311,88.1554,86.5517,64.4899,86.6135,96.3292,57.4387,39.605000000000004,31.869500000000002,39.997,46.39,64.6729,61.369600000000005,48.3864,72.895,85.4059
27,KaLM-embedding-multilingual-mini-instruct-v1,81.306,58.914699999999996,54.5492,56.569,60.158996366210474,84.92857142857144,37.1479,62.366,41.831,7.6530000000000005,45.019,59.333999999999996,95.0268,92.1685,70.20660000000001,74.07545,34.6143,33.874300000000005,31.586146859630325,20.429,79.63245426461405,81.49535893255212,84.49255715794354,80.05601661201852,86.54345663501209,86.40304228488033,68.36330000000001,84.2970803211202,94.18170827750167,53.73440000000001,39.9927,7.138400000000001,79.536,42.803000000000004,89.0380859375,76.49405772495754,41.6252,71.5997871796046,86.3276630523782
28,mmlw-roberta-base,76.8358,60.6571,53.796,59.992999999999995,62.2825,85.7565,41.875299999999996,48.975,26.032,20.869,26.395000000000003,65.57,84.69839999999999,93.91015,74.9339,79.00065000000001,37.5717,36.260799999999996,31.0913,5.702,80.6494,77.8013,84.2942,82.6476,88.17,86.6398,64.9992,86.4214,96.1705,54.2221,38.7334,30.833899999999996,41.243,47.063,65.4199,60.5772,47.002,71.83709999999999,85.6037
29,GIST-all-MiniLM-L6-v2,71.46269999999998,59.067099999999996,54.8437,51.254999999999995,62.96517580629869,84.2435064935065,41.120000000000005,56.825,41.797000000000004,25.541000000000004,37.852999999999994,55.455,78.542,94.848,69.5642,72.66935,38.2434,35.5317,31.310305659169963,21.438,79.09232997136625,75.03945035801914,83.26431569305103,78.61877889763109,87.03494331841401,87.35865211085007,68.3887,84.40071593577095,94.14261011689366,54.20120000000001,41.0635,26.9972,51.468,57.681000000000004,72.90140000000001,59.85285795132994,45.791399999999996,70.45642872444971,85.58148320880878
30,e5-large-v2,78.47014925373135,57.78481103327435,55.10124770152588,46.427,59.616107510107774,84.54545454545455,39.7176428189129,58.41,38.868,22.728,41.144,73.02300000000001,91.686,92.9294,68.33814687117835,71.486,35.21593460610038,33.85838541505167,31.82504612539082,20.498,79.15895517070432,73.55323398454772,80.98029517065778,79.15977416467089,88.29499706388188,89.55259542610446,67.20097085618684,84.5488080918384,94.83551821336549,52.07408773855098,39.84375347506265,32.3376,66.636,42.391,63.291015625,60.94227504244483,48.243655735697786,76.91572747061197,86.44115834976903
31,gte-multilingual-base,73.6492537313433,57.99437291346836,57.94172192774746,58.284000000000006,61.87514497610431,85.36038961038962,39.66085270512206,55.606,36.933,35.965,45.005,64.118,74.912,92.53989968080255,69.33432592221618,,36.920965436200994,34.91208896744532,31.7530992892652,18.257,79.34202518512105,77.50749639238504,85.55376747969324,81.67569532872871,88.94403930558215,88.90542539271642,67.23002582589221,86.4554908309818,95.45486732659924,51.91497256515773,38.0834,24.754594544362913,57.668,44.023,68.310546875,57.60045274476514,50.148199999999996,71.8812,85.41579134030077
32,e5-base-v2,75.39552238805969,57.96287997107758,54.62964772346335,44.568000000000005,58.97793816337376,83.52922077922076,39.11946928392568,55.742000000000004,36.903999999999996,27.322999999999997,39.883,69.08800000000001,86.15,92.1362,67.74574513797393,72.617,35.53594605417122,33.347301106853486,31.2916268497217,18.681,78.39807283202838,73.48862196374729,82.99690334443994,80.44585834356297,88.18055224097617,88.89012640998367,66.51056943318795,85.47988918811889,94.25578233832086,53.11466874767545,39.53167019072793,34.2615,69.633,49.852000000000004,65.8740234375,60.39049235993209,48.36694939036682,75.97497873817315,86.66483900596083
33,snowflake-arctic-embed-l-v2.0,64.61195,57.1874,53.1249,59.11,63.34760000000001,81.8149,37.1826,63.184,46.567,42.827,45.349000000000004,68.402,72.8232,93.5063,71.71255,75.9213,34.9524,32.5863,31.5889,20.276,73.9812,71.22579999999999,80.4384,75.1031,82.865,84.5295,67.8599,79.2127,96.542,56.2998,41.2491,33.834599999999995,83.633,64.05,65.874,59.6378,42.4121,67.01129999999999,85.4327
34,bilingual-embedding-base,77.78359999999999,56.9346,54.394299999999994,51.867,59.2761176425466,78.46103896103897,38.0501,57.534,36.620999999999995,18.062,29.974,65.092,87.392,92.61755000000001,69.1514,75.2068,34.9347,32.9464,31.65436388779704,16.927,79.49310740723678,79.59450354665624,84.70010174539925,83.91546630697559,89.87899103812357,88.69212374652548,64.2707,87.44031003802738,94.75976312657727,56.533699999999996,39.7885,27.6439,49.443,44.152,63.38378906249999,62.467458970005666,43.249900000000004,73.77139111004601,86.48986996838993
35,e5-base,77.9627,55.16,54.9871,51.410999999999994,59.65675531567043,83.32792207792208,37.4893,55.022000000000006,38.304,16.289,36.368,63.246,75.958,90.52095,67.0581,71.38215,34.6347,32.0616,30.068174046665224,18.990000000000002,79.66419880841734,74.2189990321174,83.31401180333397,78.52252410630707,88.34876527774259,87.23010990417097,63.741,86.18102563389962,94.87673936635738,54.2585,37.644800000000004,33.383,79.63799999999999,57.168,74.117,61.38370118845502,43.9144,74.3994879581554,85.97819287477351
36,Solon-embeddings-large-0.1,76.7015,56.89959999999999,54.7207,56.925000000000004,58.7275,80.3442,39.399,59.983,39.809,20.904,37.695,64.043,84.17519999999999,91.60695000000001,70.36575,73.50760000000001,36.4499,33.3493,31.2846,20.430999999999997,78.227,73.4113,79.31869999999999,77.83919999999999,86.86779999999999,89.193,67.8539,83.5086,92.3772,47.477799999999995,38.095800000000004,33.915,61.867000000000004,50.318,65.9668,60.749900000000004,35.0661,74.98280000000001,86.03460000000001
37,bge-m3-custom-fr,72.62685,54.2435,49.9528,51.591,61.9981,82.0779,31.8016,55.867999999999995,40.244,27.299,38.186,65.196,87.0164,94.53214999999999,71.3356,77.5682,31.0821,30.581799999999998,30.026999999999997,14.024000000000001,77.63250000000001,81.355,81.5511,80.0594,88.0237,86.96430000000001,66.4872,84.9036,96.55510000000001,49.858799999999995,37.2626,33.1076,44.867000000000004,43.541999999999994,67.74900000000001,61.706300000000006,42.7297,71.997,85.9136
38,snowflake-arctic-embed-m-v2.0,65.67165,57.53660000000001,51.8794,58.011,60.648500000000006,80.18180000000001,38.1119,65.315,48.189,38.683,43.958999999999996,71.911,69.0916,92.19525,68.0121,72.6737,35.364200000000004,31.618299999999998,30.3039,20.347,71.3142,70.6581,77.4225,72.9162,81.83200000000001,84.10459999999999,68.5967,76.00919999999999,96.00319999999999,53.989,40.875699999999995,30.305799999999998,80.342,65.413,64.8096,58.1692,39.582499999999996,64.76859999999999,85.9496
39,Ivysaur,71.17914999999999,57.322799999999994,53.542199999999994,55.783,59.69637278242267,81.91558441558439,41.4341,54.652,38.387,22.191,30.708999999999996,57.313,80.7996,92.20565,70.75945,74.81125,36.6592,33.7055,31.7776266029616,18.636,75.63155962642634,68.58158236004101,80.54473705232682,77.628680514703,86.15687211744392,88.5704237984555,67.3878,84.24952159575491,95.11999931294784,51.239599999999996,39.198,27.867399999999996,60.324,54.212,65.458984375,58.658743633276735,39.5984,69.97192936786296,85.08920672765427
40,e5-small-v2,76.8507462686567,53.8363445953143,52.861004141593156,41.794,58.10811337308168,81.63636363636364,37.464846514243256,55.706999999999994,35.971,23.194,37.434,66.892,86.00280000000001,90.53255,65.8547624253615,70.82459999999999,34.80660307591203,31.50336772588932,30.096874986740758,17.714,79.2507216483598,73.7079788758814,82.31720264513166,80.06919084564517,87.20998142742839,87.58094863633612,66.29904599827411,84.91603276683479,95.08344066205744,46.55300833419639,38.1701495052936,33.2283,74.373,49.828,63.73046875,61.46293152235427,41.205223085486686,73.34325409809446,85.9557793642612
41,e5-small,74.2612,54.796,54.653,46.693,59.35843292105327,81.87337662337661,38.16344531951946,53.334,34.288000000000004,17.362,34.795,57.955,75.5492,87.7239,64.9643,68.99125,34.45973726395133,32.317027281918584,29.564149683482206,16.419,78.9003023008781,75.1883451602451,81.79962989974364,78.48371403924872,87.49276894673142,87.94243515296604,64.76650000000001,86.36336704300167,95.32449994414968,48.324681373993286,36.61429204340775,31.060900000000004,76.777,56.571000000000005,72.76460000000002,63.30503678551217,38.33947263662072,74.15520712370555,85.78879502899773
42,all-mpnet-base-v2,,61.47339210179387,56.45931195046712,46.521,65.85199009344481,81.70129870129873,42.676987260927746,60.026,45.414,22.279,49.963,43.644,71.1736,,,,39.86180327086377,37.02341481430672,30.967817606105797,23.765,80.5854182940807,72.63425649613447,83.4849352820061,78.00015498590187,85.66278413019339,90.59523263123734,68.38595785593503,83.42190973012376,90.14551416831162,44.847209765289975,40.312099057006,23.732402913831226,51.32600000000001,48.93,61.05468750000001,55.045274476513875,50.135217111183714,73.8687762939226,85.10833131416969
43,mmlw-e5-small,73.1716,59.169000000000004,54.112899999999996,58.723000000000006,60.4326,83.51950000000001,40.8031,41.326,21.849,15.190000000000001,24.712999999999997,56.811,79.2072,91.8265,74.00919999999999,77.8858,36.8133,35.1667,30.5939,6.36,78.5342,77.0012,82.0848,80.33409999999999,85.9778,86.00750000000001,63.9111,84.3509,95.3685,54.517700000000005,39.1366,32.0884,38.702,46.957,63.48629999999999,62.201499999999996,43.5728,66.7444,83.99940000000001
44,bilingual-embedding-small,72.81345,55.2794,52.5221,53.593999999999994,56.78685528593245,80.31493506493506,37.500499999999995,53.062,33.363,20.793,24.467,60.512,73.702,90.9605,70.43639999999999,75.19575,34.1211,32.3403,30.919005892986945,16.203,74.64910820402831,79.39117869636218,85.3226077419183,83.89978896960656,88.46744045180212,85.76725038940407,65.6196,86.0757276289371,94.53929097513269,50.5889,38.7605,29.839,46.788999999999994,42.266999999999996,62.5244140625,59.60384833050367,41.2949,68.02422564958268,86.47944792205789
45,snowflake-arctic-embed-l,63.3209,56.3437,58.2928,59.086000000000006,60.34614226394902,80.06493506493507,38.8528,64.97,47.258,39.983999999999995,44.707,75.469,72.876,89.8255,60.671600000000005,67.91055,34.4783,35.0014,29.08234393834005,21.361,69.32425977603488,67.85470749045027,77.48991626780108,69.77157648098141,80.16458787843023,82.28085055047386,69.8366,75.67875747588545,95.22680188132777,56.686899999999994,42.4879,20.3791,80.716,67.884,64.7092,56.737408036219584,43.471900000000005,62.34858091376534,84.84152743322608
46,snowflake-arctic-embed-s,64.403,55.387100000000004,52.756400000000006,56.874,61.149290266979236,79.11688311688312,38.3143,60.161,42.487,31.627,39.682,66.74,69.48679999999999,90.1032,63.1799,69.2733,34.4885,32.5725,30.601827413968596,19.42,69.66114097154585,68.78540928870311,79.61879435615303,75.57574519760183,84.64256921939338,86.73200885328937,71.3378,81.18789220331483,95.2776439040401,52.803,40.0655,32.4851,81.388,68.016,61.96360000000001,58.90492359932088,39.729,65.77588818364636,85.15414684113986
47,paraphrase-multilingual-mpnet-base-v2,75.69402985074628,55.34276670530136,55.16032759428068,48.908,60.16365489308333,81.0974025974026,36.0697590403586,44.836,31.501,16.378,22.964000000000002,43.405,64.5752,89.51409763218538,70.05143775981443,75.81630567062435,35.773235342706016,36.16079235509771,30.149454082146715,13.965,79.62205774287166,77.89525808313972,85.1067656701606,80.80585658408256,87.48018793840922,86.99305255112367,63.51847725882376,86.82218476677824,91.09871555441387,46.235438475977034,38.23080684000874,29.454900494015202,37.872,50.002,65.556640625,59.03791737408035,45.188101293993746,68.75271734826855,85.32492627482752
48,ember-v1,76.05970149253731,,,64.563,64.45997990276463,87.89935064935065,,60.599000000000004,41.996,,44.302,,92.78880000000001,94.59188326493388,77.4142568930733,80.44720914593141,,,32.27071371606404,19.580000000000002,81.74697270664319,78.51011398910948,86.62037823380983,83.05697553913335,88.38581627185445,87.90311138579116,,87.76870289783061,96.83057412333741,,,,64.13799999999999,,71.4178,60.00282965478212,,79.28766491329633,85.9835303311168
49,snowflake-arctic-embed-m-long,60.49255,57.266799999999996,55.4602,60.364,61.355489424753884,80.26298701298703,37.2768,62.134,44.933,34.297,42.163000000000004,73.20100000000001,71.7904,,62.101049999999994,69.46325,34.8386,32.2653,29.910228061734816,20.47,70.91162732446628,66.10824660353681,79.82293444619499,73.63809739428072,83.23485786963107,80.59196586367551,66.8356,77.89671867168987,94.67482871230737,57.1214,42.7641,24.9842,81.69800000000001,65.19200000000001,66.739,56.72891907187323,43.789,66.17413621964548,85.20971719214488
50,slx-v0.1,,59.106899999999996,54.5423,50.166999999999994,63.4768,80.04220779220779,40.9887,56.923,41.31,20.658,36.867,49.886,61.763999999999996,91.82337333247644,67.43789593429992,73.86008052738426,37.6066,35.4404,30.8002,21.641,77.58239999999999,72.369,80.6032,75.5891,85.3896,87.5878,67.7112,82.0325,94.5506,52.00939999999999,40.3476,25.971100000000003,47.246,49.713,62.0947265625,54.04357668364459,46.0186,67.85799999999999,84.7017
